id_pregunta;pregunta;estrategia;rank;intervention_id;texto;nota_manual_1_a_7
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;2_GraphRAG;2;i62739;El señor KUSCHEL.- Gracias, señor Presidente.<br/>Quiero partir agradeciendo la exposición de la señora ministra y también hacer algunas preguntas, un poquito cargadas de afirmaciones.<br/>En primer lugar, quiero solicitar un listado de los proyectos de inversión pública y privada, detenidos y reactivados, con indicación de las fechas en que fueron detenidos y -más o menos- los montos de inversión considerados (ojalá por cada una de las comunas del país o, por lo menos, las de mi región). Porque;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;2_GraphRAG;3;i54966;mineras de la zona norte, alejados de sus familias. Si bien son actividades rentables, el contacto familiar se va perdiendo, a pesar de que supuestamente este gobierno ha tratado de fomentar que exista un mayor relacionamiento entre los integrantes de las familias y mejores incentivos para la contratación de mujeres. Creo que algo se avanza con este proyecto, sin embargo, en la Región de La Araucanía tenemos serios problemas, porque nadie querrá invertir ni utilizar este tipo de iniciativas si l;4
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;2_GraphRAG;4;i56036;Señorita Presidenta, la discusión sobre la regulación de la extracción de áridos no es un tema menor ni meramente técnico, es una cuestión de orden territorial, de protección ambiental y de justicia para con las comunidades que por años han cargado con las consecuencias de una actividad poco fiscalizada. En muchas comunas -lo digo con fuerza- de regiones como la del Biobío, la extracción de áridos se ha desarrollado sin reglas claras, lo que ha generado deterioro en los ríos, afectaciones en las;3
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;2_GraphRAG;5;i55106;Señor Presidente, cuando hablamos de proteger y defender el medio ambiente, muchas veces se ridiculiza en esta Sala. Además, se establece una falsa dicotomía entre el progreso y la protección de los ecosistemas, como si la única posibilidad de desarrollo económico fuera la destrucción no solo del medio ambiente, sino también de las personas, porque, cuando se destruyen los ecosistemas, también se afecta la salud y la vida de comunidades pobres. Esa es la verdad, porque esto no pasa en Vitacura n;2
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;3_Sparse;1;;ible desde el punto de vista de los derechos constitucionales respecto del medio am- biente que debe resguardar tanto nuestra Constitución como el Ministerio del Medio Am- biente a través de la superintendencia respectiva. Pero, además de considerar en esta materia la opinión de los titulares de los proyectos im- portantes, como señalamos en la Comisión de Medio Ambiente y Recursos Naturales, es relevante que también se considere la opinión de los trabajadores, que son los que día a día, sobre t;2
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;3_Sparse;2;;Señor Presidente, respecto de esta iniciativa quiero manifestar que intervendré también en nombre de mi colega Ricardo Rincón, jefe de la bancada Demócrata Cristiana, diputado por el distrito 33, que comprende la comuna Machalí, donde se enclava Caletones, pues él tuvo la gentileza de cederme el uso de la palabra. Hoy tenemos la oportunidad de hacer justicia a los hombres y mujeres de Caletones, quie- nes han forjado parte de historia de la Región de O ́Higgins. Digo esto porque con la institu- ;4
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;3_Sparse;3;;Señora Presidenta, por su intermedio, saludo al ministro de Eco- nomía, al subsecretario de Pesca y Acuicultura y al director del Sernapesca. Si bien represento un distrito de la Región de Aysén y el problema que nos convoca afecta fundamentalmente a la de Los Lagos, no estamos exentos en mi zona de los riesgos asocia- dos, puesto que la actividad acuícola y la industria salmonera en Aysén son importantes. El rol de esa industria también es relevante en el contexto de la actividad económica naci;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;3_Sparse;4;;Médico de Chile, al presidente regional de Antofagasta del Colegio Médico de Chile, al director del Centro de Información Toxicológica de la Pontificia Universidad Católica de Chile, al director del La- boratorio de Endocrinología Experimental y Patología Ambiental, de la Facultad de Medici- na de la Universidad de Chile, y al especialista del Ministerio de Salud señor Orlando Negrón. Asimismo, escuchó a los representantes de la Federación de Funcionarios Públicos del Medio Ambiente. Los integra;5
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;3_Sparse;5;;Señora Presidenta, a grandes rasgos, quiero va- lorar lo manifestado por la diputada Alejandra Sepúlveda al inicio de su intervención: que podamos discutir y tratar de normar la generación de energía en nuestro país más allá de lo realizado en tal sentido hasta el momento. Sin embargo, debo señalar que tengo grandes re- paros sobre el proyecto de ley en debate, en particular respecto del texto despachado por la Comisión de Hacienda. Lamento que este proyecto -en cierta forma, ello es algo sintom;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;4_Hybrid;1;i56036;Señorita Presidenta, la discusión sobre la regulación de la extracción de áridos no es un tema menor ni meramente técnico, es una cuestión de orden territorial, de protección ambiental y de justicia para con las comunidades que por años han cargado con las consecuencias de una actividad poco fiscalizada. En muchas comunas -lo digo con fuerza- de regiones como la del Biobío, la extracción de áridos se ha desarrollado sin reglas claras, lo que ha generado deterioro en los ríos, afectaciones en las;3
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;4_Hybrid;2;i59010;El señor KUSCHEL.- Gracias, señor Presidente.<br/>Quiero partir agradeciendo la exposición de la señora ministra y también hacer algunas preguntas, un poquito cargadas de afirmaciones.<br/>En primer lugar, quiero solicitar un listado de los proyectos de inversión pública y privada, detenidos y reactivados, con indicación de las fechas en que fueron detenidos y -más o menos- los montos de inversión considerados (ojalá por cada una de las comunas del país o, por lo menos, las de mi región). Porque;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;4_Hybrid;3;i55106;Señor Presidente, cuando hablamos de proteger y defender el medio ambiente, muchas veces se ridiculiza en esta Sala. Además, se establece una falsa dicotomía entre el progreso y la protección de los ecosistemas, como si la única posibilidad de desarrollo económico fuera la destrucción no solo del medio ambiente, sino también de las personas, porque, cuando se destruyen los ecosistemas, también se afecta la salud y la vida de comunidades pobres. Esa es la verdad, porque esto no pasa en Vitacura n;2
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;4_Hybrid;4;i54966;mineras de la zona norte, alejados de sus familias. Si bien son actividades rentables, el contacto familiar se va perdiendo, a pesar de que supuestamente este gobierno ha tratado de fomentar que exista un mayor relacionamiento entre los integrantes de las familias y mejores incentivos para la contratación de mujeres. Creo que algo se avanza con este proyecto, sin embargo, en la Región de La Araucanía tenemos serios problemas, porque nadie querrá invertir ni utilizar este tipo de iniciativas si l;4
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;4_Hybrid;5;i60450;<br/>La señora SEPÚLVEDA.- Gracias, Presidente.<br/>A mí me gustaría que el ministro explicara y precisara bien los alcances de este título.<br/>Nosotros sostuvimos hace algún tiempo una reunión con el ministro, la subsecretaria y los alcaldes del cono norte de la región de O'Higgins, donde han ocurrido situaciones muy complejas, sobre todo en los sectores rurales, y precisamente se rescataba no solo la función de este consejo, sino además el rol de la comunidad organizada.<br/>Entonces, quisier;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;1_Dense;1;i61173;s de corredor humanitario es poco viable, complejo, se requiere coordinación con distintos países. Uno de nuestros vecinos ya dijo que no está muy de acuerdo.<br/>Bueno, eso va a ser difícil.<br/>Es fácil vender humo en período de elecciones, pero otra cosa es chocar con la realidad compleja con la que se va a enfrentar en marzo, donde no hay una varita mágica.<br/>¿Cuál va a ser el plan? ¿Cuántas personas va a expulsar? ¿Por dónde? ¿A dónde las va a ir a dejar? ¿Cuál va a ser la situación con V;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;1_Dense;2;i65103;s de corredor humanitario es poco viable, complejo, se requiere coordinación con distintos países. Uno de nuestros vecinos ya dijo que no está muy de acuerdo.<br/>Bueno, eso va a ser difícil.<br/>Es fácil vender humo en período de elecciones, pero otra cosa es chocar con la realidad compleja con la que se va a enfrentar en marzo, donde no hay una varita mágica.<br/>¿Cuál va a ser el plan? ¿Cuántas personas va a expulsar? ¿Por dónde? ¿A dónde las va a ir a dejar? ¿Cuál va a ser la situación con V;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;1_Dense;3;i60707;La señora PASCUAL.- Gracias, Presidente.<br/>Yo quisiera plantear algunos temas que me parece importante rescatar en esta moción.<br/>El primero de ellos tiene que ver con poder resguardar el tratar de construir y colaborar a ideas programáticas que se reflejen en partidos políticos. Y ojalá, en lo posible, esos partidos políticos sean fuertes también desde el punto de vista programático, con propuestas de país en ese ámbito.<br/>Y también tiene que respetarse la diversidad.<br/>Creo que hay una;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;1_Dense;4;i64604;La señora PASCUAL.- Gracias, Presidente.<br/>Yo quisiera plantear algunos temas que me parece importante rescatar en esta moción.<br/>El primero de ellos tiene que ver con poder resguardar el tratar de construir y colaborar a ideas programáticas que se reflejen en partidos políticos. Y ojalá, en lo posible, esos partidos políticos sean fuertes también desde el punto de vista programático, con propuestas de país en ese ámbito.<br/>Y también tiene que respetarse la diversidad.<br/>Creo que hay una;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;1_Dense;5;i60756;La señora EBENSPERGER.- Gracias, Presidente.<br/>Decía el senador que me antecedió en el uso de la palabra que frente a este problema de la fragmentación de nuestro sistema político existen dos proyectos: este, presentado por el Ejecutivo, y una reforma constitucional formulada de manera transversal y aprobada por este Senado, que hoy día se está tramitando en la Cámara de Diputados, a la que esperamos, despachado este proyecto por el Senado, se le ponga urgencia por el Ejecutivo, a fin de avanz;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;2_GraphRAG;1;i61173;s de corredor humanitario es poco viable, complejo, se requiere coordinación con distintos países. Uno de nuestros vecinos ya dijo que no está muy de acuerdo.<br/>Bueno, eso va a ser difícil.<br/>Es fácil vender humo en período de elecciones, pero otra cosa es chocar con la realidad compleja con la que se va a enfrentar en marzo, donde no hay una varita mágica.<br/>¿Cuál va a ser el plan? ¿Cuántas personas va a expulsar? ¿Por dónde? ¿A dónde las va a ir a dejar? ¿Cuál va a ser la situación con V;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;2_GraphRAG;2;i60707;La señora PASCUAL.- Gracias, Presidente.<br/>Yo quisiera plantear algunos temas que me parece importante rescatar en esta moción.<br/>El primero de ellos tiene que ver con poder resguardar el tratar de construir y colaborar a ideas programáticas que se reflejen en partidos políticos. Y ojalá, en lo posible, esos partidos políticos sean fuertes también desde el punto de vista programático, con propuestas de país en ese ámbito.<br/>Y también tiene que respetarse la diversidad.<br/>Creo que hay una;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;2_GraphRAG;3;i60756;La señora EBENSPERGER.- Gracias, Presidente.<br/>Decía el senador que me antecedió en el uso de la palabra que frente a este problema de la fragmentación de nuestro sistema político existen dos proyectos: este, presentado por el Ejecutivo, y una reforma constitucional formulada de manera transversal y aprobada por este Senado, que hoy día se está tramitando en la Cámara de Diputados, a la que esperamos, despachado este proyecto por el Senado, se le ponga urgencia por el Ejecutivo, a fin de avanz;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;2_GraphRAG;4;i58981;El señor INSULZA.- Gracias, Presidente.<br/>La verdad es que estas discusiones que tenemos cada cierto tiempo, que son obligatorias, las ve mucha gente. Y yo estoy seguro, ¡seguro!, a partir de lo que he oído acá, de que los jefes del crimen organizado las escuchan con entusiasmo, porque ven a un grupo de personas del mundo político completamente fraccionado, que se agreden unas a otras en lugar de llegar a acuerdos y dicen: ́No le acepto, ¡no le acepto! ́. ¿A quién no le aceptan? ¿A ellos o a s;2
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;2_GraphRAG;5;i54317;ambién continuará en la línea de su partido de rechazar los estados de excepción para que la gente viva en paz? En la macrozona sur siguen quemando iglesias, atacando carabineros, quemando herra- mientas de trabajo y ahora secuestrando. ¿Hasta cuándo? ¿Hasta dónde? Porque el gobierno...;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;3_Sparse;1;;de Extranjería de la Gobernación de Antofa- gasta, que reúna las condiciones mínimas que permitan atender dignamente a los extranjeros que solicitan diversos documentos, como visas transitorias o las certificaciones que exige la Ley de Extranjería. Asimismo, solicito al ministro del Interior que disponga que se incremente la dotación de funcionarios que cumple labores en el Departamento de Extranjería de la Policía de Investi- gaciones en Antofagasta, en atención a que en la actualidad solo un n;6
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;3_Sparse;2;;causa de la pobreza, ha contribuido en medida determinante a la emigración de personas de distintos países hacia Chile. En efecto, de acuerdo al departamento de Extranje- ría del Ministerio del Interior, en Chile viven 352.344 extranjeros, de los cuales los colecti- vos de mayor importancia son los peruanos, 37,1 por ciento, argentinos, 17,2 por ciento, y bolivianos, 6,8 por ciento. Además de reconocer lo anterior, el proyecto busca extirpar de nuestra sociedad la dis- criminación y el racismo, ;6
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;3_Sparse;3;;Señor Presidente, la Región de Antofagasta -lo mismo ocurre en Ari- ca e Iquique- se está viendo afectada por la alta tasa de migración, principalmente de extran- jeros provenientes desde Colombia. En varias ocasiones nos reunimos con el Presidente de la República, señor Sebastián Piñera y, en su momento, con el entonces ministro del Interior, señor Rodrigo Hinzpeter, para plantearles la necesidad de que se dicte una nueva Ley de Extranjería que regule el ingreso, salida y permanencia de los ext;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;3_Sparse;4;;un país donde este tema se persiga. A juicio de los patrocinantes, la aludida Convención requiere de parte de Chile un recono- cimiento más intenso, en términos de retribuir la solidaridad de no pocos países que cobija- ron desinteresadamente a miles de compatriotas expulsados por razones políticas. Esta inicia- tiva, por lo tanto, es también un acto de reconocimiento del Chile democrático a diversas naciones, dentro del continente y fuera de este. Según el informe del Alto Comisionado de las Na;2
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;3_Sparse;5;;democrática a los países son justamente las coaliciones grandes e importantes. Ello, sin desechar los partidos minoritarios. Pero no podemos trans- formar partidos minoritarios en minúsculos, restringidos a una base muy pequeña de militan- cia y, muchas veces, amparados en el liderazgo de una o dos personas, sin mayor base. Por eso, me parece que el 0,5 por ciento es la cifra adecuada, es la base sobre la cual nos constituimos todos los partidos. Además, con este proyecto estamos agregando un el;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;4_Hybrid;1;i61173;s de corredor humanitario es poco viable, complejo, se requiere coordinación con distintos países. Uno de nuestros vecinos ya dijo que no está muy de acuerdo.<br/>Bueno, eso va a ser difícil.<br/>Es fácil vender humo en período de elecciones, pero otra cosa es chocar con la realidad compleja con la que se va a enfrentar en marzo, donde no hay una varita mágica.<br/>¿Cuál va a ser el plan? ¿Cuántas personas va a expulsar? ¿Por dónde? ¿A dónde las va a ir a dejar? ¿Cuál va a ser la situación con V;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;4_Hybrid;2;i60707;La señora PASCUAL.- Gracias, Presidente.<br/>Yo quisiera plantear algunos temas que me parece importante rescatar en esta moción.<br/>El primero de ellos tiene que ver con poder resguardar el tratar de construir y colaborar a ideas programáticas que se reflejen en partidos políticos. Y ojalá, en lo posible, esos partidos políticos sean fuertes también desde el punto de vista programático, con propuestas de país en ese ámbito.<br/>Y también tiene que respetarse la diversidad.<br/>Creo que hay una;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;4_Hybrid;3;i60756;La señora EBENSPERGER.- Gracias, Presidente.<br/>Decía el senador que me antecedió en el uso de la palabra que frente a este problema de la fragmentación de nuestro sistema político existen dos proyectos: este, presentado por el Ejecutivo, y una reforma constitucional formulada de manera transversal y aprobada por este Senado, que hoy día se está tramitando en la Cámara de Diputados, a la que esperamos, despachado este proyecto por el Senado, se le ponga urgencia por el Ejecutivo, a fin de avanz;1
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;4_Hybrid;4;i57768;La señora EBENSPERGER.- Gracias, Presidente.<br/>Quiero manifestar mi preocupación por una situación que se está haciendo cada día más evidente: mientras el país enfrenta una grave crisis migratoria sin precedentes, continúan ingresando ciudadanos extranjeros a territorio nacional bajo la figura de reunificación familiar, además de todos los que lo hacen clandestinamente, sin que exista claridad ni transparencia respecto a los criterios que se están aplicando para ingresar por esa causal.<br/>Ac;7
Q4;4. En materia de migración irregular, expulsión de extranjeros, crisis migratoria en la frontera norte y seguridad fronteriza, ¿qué posturas defienden los distintos partidos políticos y en qué se contraponen entre sí?;4_Hybrid;5;i60772;políticos para robustecer la democracia, para fortalecer la representatividad.<br/>Por lo tanto, votaremos a favor de como vienen planteadas estas normas por dicha instancia y en contra de lo que se pretende con las solicitudes de votación separada.<br/>He dicho.<br/>Muchas gracias.<br/>;1
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;1_Dense;1;i54542;Señor Presidente, saludo a todos los estudiantes que asisten a esta sesión representando a sus diferentes organizaciones. Hoy estamos frente a un debate histórico: una deuda que se arrastra en nuestro país, o que arrastra a miles de estudiantes y familias que se vieron obligadas a endeudarse para poder estudiar. El proyecto que crea el Fondo de Financiamiento para la Educación Superior (FES), y que pone fin al Crédito con Aval del Estado (CAE), es una respuesta concreta a una de las demandas más;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;1_Dense;2;i54520;financiamiento para la educación superior (FES) busca reemplazar los créditos estudiantiles (como el CAE o el fondo solidario), beneficiando a los estudiantes que lo necesiten, quienes deben matricularse en una institución adscrita al nuevo instrumento y solicitar el beneficio con el compromiso de retribuir una vez insertos en el mercado laboral. También pueden acceder los estudiantes que se encuentren actualmente financiando su educación superior a través del CAE o del fondo solidario. El FES r;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;1_Dense;3;i54520;condonación de deudas educativas, sin embargo, hubo divergencias en cuanto al nuevo instrumento de financiamiento público para la educación superior. Los diputados que manifestaron una postura contraria al fondo de educación superior (FES), que busca reemplazar al CAE, criticaron la falta de claridad sobre la deuda, la imposibilidad de prepago, la obligación de endeudarse completamente y que el sistema se asemeja más a un impuesto que a un crédito, ya que el pago se basa en los ingresos y no en ;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;1_Dense;4;i54551;Señor Presidente, hoy por fin estamos discutiendo el término de uno de los mecanismos más injustos que ha tenido nuestro país: el Crédito con Aval del Estado, un sistema que en vez de garantizar el derecho a la educación hipotecó la vida de cientos de miles de familias, obligándolas a endeudarse con bancos que lucraron con sus sueños y proyectos de vida. ¡Esa es la verdad! El CAE no solo significó un dolor de cabeza para generaciones de estudiantes, sino que también fue ineficiente con el Estado;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;1_Dense;5;i54530;Señor Presidente, creo que es urgente poner fin al CAE, porque ha significado un despilfarro de recursos estatales, ha endeudado a millones de familias chilenas y ha generado un gran estrés financiero para las instituciones de educación superior. Este proyecto responde a la necesidad de contar con un instrumento de financiamiento estudiantil más eficiente, responsable y justo, que avance en garantizar el derecho social a la educación superior y en mejorar la recuperación de los recursos públicos;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;2_GraphRAG;1;i54542;Señor Presidente, saludo a todos los estudiantes que asisten a esta sesión representando a sus diferentes organizaciones. Hoy estamos frente a un debate histórico: una deuda que se arrastra en nuestro país, o que arrastra a miles de estudiantes y familias que se vieron obligadas a endeudarse para poder estudiar. El proyecto que crea el Fondo de Financiamiento para la Educación Superior (FES), y que pone fin al Crédito con Aval del Estado (CAE), es una respuesta concreta a una de las demandas más;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;2_GraphRAG;2;i54520;financiamiento para la educación superior (FES) busca reemplazar los créditos estudiantiles (como el CAE o el fondo solidario), beneficiando a los estudiantes que lo necesiten, quienes deben matricularse en una institución adscrita al nuevo instrumento y solicitar el beneficio con el compromiso de retribuir una vez insertos en el mercado laboral. También pueden acceder los estudiantes que se encuentren actualmente financiando su educación superior a través del CAE o del fondo solidario. El FES r;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;2_GraphRAG;3;i54520;condonación de deudas educativas, sin embargo, hubo divergencias en cuanto al nuevo instrumento de financiamiento público para la educación superior. Los diputados que manifestaron una postura contraria al fondo de educación superior (FES), que busca reemplazar al CAE, criticaron la falta de claridad sobre la deuda, la imposibilidad de prepago, la obligación de endeudarse completamente y que el sistema se asemeja más a un impuesto que a un crédito, ya que el pago se basa en los ingresos y no en ;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;2_GraphRAG;4;i54551;Señor Presidente, hoy por fin estamos discutiendo el término de uno de los mecanismos más injustos que ha tenido nuestro país: el Crédito con Aval del Estado, un sistema que en vez de garantizar el derecho a la educación hipotecó la vida de cientos de miles de familias, obligándolas a endeudarse con bancos que lucraron con sus sueños y proyectos de vida. ¡Esa es la verdad! El CAE no solo significó un dolor de cabeza para generaciones de estudiantes, sino que también fue ineficiente con el Estado;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;2_GraphRAG;5;i54530;Señor Presidente, creo que es urgente poner fin al CAE, porque ha significado un despilfarro de recursos estatales, ha endeudado a millones de familias chilenas y ha generado un gran estrés financiero para las instituciones de educación superior. Este proyecto responde a la necesidad de contar con un instrumento de financiamiento estudiantil más eficiente, responsable y justo, que avance en garantizar el derecho social a la educación superior y en mejorar la recuperación de los recursos públicos;7
Q5;5. Identifica las intervenciones en que se mencionan de forma explícita el “CAE” (Crédito con Aval del Estado), la “condonación” de la deuda educativa y el nuevo “FES” (Financiamiento para la Educación Superior); ¿en qué contextos aparecen exactamente estos términos?;3_Sparse;1;;cobrarse, pero que no significaron los mismos años de aprobación. La última clasificación involucra a aquellos deudores que terminaron sus carreras. De al- guna manera, en esta ecuación, en este coeficiente, debiéramos considerar a los estudiantes que terminaron sus carreras y cuál es la disminución del valor de ese título y la cantidad de alumnos que pueden pagar. Señor Presidente, por su intermedio, quiero decir a la señora ministra que cuando conver- samos con quienes son parte del problema y;5
